,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
5338,5338,3946530,5,14,142,0,"{'10-20': 2.2, '0-10': 6.1, '20-30': 3.2}","{'10-20': -0.4999999999999998, '0-10': -0.6000000000000005, '20-30': -0.3999999999999999}",3946530,KR,4768,3554,6537,"{'10-20': 111.79999999999998, '0-10': 49.49999999999998, '20-30': -350.99999999999994}","{'10-20': 802.7, '0-10': 367.79999999999995, '20-30': 956.5}",10,0,False,False,False,False,False,False,1520310847528,1825,3136399458,8.4.218.8787,11061,"{'10-20': 339.20000000000005, '0-10': 262.1, '20-30': 442.29999999999995}",11000,MASTER,0,3285,3905,3100,1026,1056,3009,3363,3,8,MIDDLE,278,2,1,499,65109,14336,10422,11,/v1/stats/player_history/KR/3946530,8,0,8,0,9,0,8229,757,0,0,8243,15,0,0,8234,26,0,0,8237,596,0,0,8304,9,3,0,8347,0,0,0,8200,8300,15258,1520,9903,KR,0,0,0,0,0,0,0,0,0,0,3167,0,430,0.11363636363636365,0.3333333333333333,0.16320177056436738,0.2222222222222222,0.13663745892661555,0.21277590049608167,0.2453618128294653,0.25881593324724345,0.0425531914893617,0.027762412844437333,0.03442964573706623,0.19174395415028947,0.3082191780821918,0.09589720514423124,0.1631642693589596,0.216415860321724,0.003459327466042631,0.1649928263988522,0.15480338476854155,0.14311813148205402,0.2467729688686409,0.14838101226029551,0.10526315789473684,0.0,0.11428571428571427,SOLO,11,0,4,12,4887772.0,코태는,45,85461,18456,21270,68,115,0,0,311,1,0,5092,2600,944,2,0,22,0,4,12,True,"{'10-20': -54.900000000000006, '0-10': -9.000000000000028, '20-30': 28.200000000000045}","{'10-20': 273.2, '0-10': 430.6, '20-30': 482.6}",mid,0.4966238056698345
5400,5400,1522772,9,18,164,0,"{'10-20': 9.3, '0-10': 7.9, '30-end': 6, '20-30': 10.100000000000001}","{'10-20': 0.39999999999999947, '0-10': 1.5000000000000004, '30-end': -2.4000000000000004, '20-30': 6.7}",1522772,KR,24673,16187,40303,"{'10-20': 277.69999999999993, '0-10': 47.99999999999997, '30-end': 186.20000000000005, '20-30': 314.30000000000007}","{'10-20': 884.9, '0-10': 421.2, '30-end': 1335.4, '20-30': 1714.3000000000002}",1,1,False,False,True,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,18495,"{'10-20': 368.5, '0-10': 295.5, '30-end': 331.4, '20-30': 792.7}",15333,DIAMOND,1,3111,3026,3074,3078,1037,3071,3340,1,9,TOP,0,8,4,1806,1134,1134,15280,11,/v1/stats/player_history/KR/1522772,28,21,4,0,1,0,8229,1679,0,0,8226,2017,0,0,8234,20,0,0,8237,690,0,0,8473,864,0,0,8435,26,0,0,8200,8400,220064,18082,26559,KR,0,0,0,0,0,0,0,0,0,0,3368,1,420,0.17647058823529413,0.045454545454545456,0.232875849911861,0.3103448275862069,0.4230498945888967,0.003841801784710035,0.02338578292879091,0.3364897599647655,0.1003584229390681,0.40748065029811503,0.4574478850435135,0.331357919952091,0.2733812949640288,0.242742783728404,0.2760074103843402,0.32373848767547914,0.2094966716153441,0.31690140845070425,0.19345011424219344,0.17279874452244848,0.6388253786796227,0.186081519221862,0.12608695652173912,0.04166666666666666,0.18867924528301888,SOLO,11,0,4,12,2018165.0,Solokillzz,38,266785,28158,43447,8749,315,0,0,508,1,1,45585,8941,1607,5,0,29,1,4,20,True,"{'10-20': 96.79999999999998, '0-10': 10.700000000000045, '30-end': -133.39999999999998, '20-30': 516.9000000000001}","{'10-20': 580.6, '0-10': 454.1, '30-end': 483.4, '20-30': 884.9000000000001}",top,0.994677417550278
5401,5401,210209456,5,17,110,0,"{'10-20': 10.399999999999999, '0-10': 8.600000000000001, '30-end': 9.6, '20-30': 5.9}","{'10-20': 2.4499999999999993, '0-10': 1.6500000000000001, '30-end': -0.7999999999999998, '20-30': -0.5}",210209456,KR,36529,8711,15301,"{'10-20': 65.00000000000001, '0-10': 127.09999999999997, '30-end': 107.70000000000005, '20-30': 254.85000000000008}","{'10-20': 345.20000000000005, '0-10': 345.1, '30-end': 520.8, '20-30': 510.4}",5,2,False,True,False,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,18159,"{'10-20': 396.7, '0-10': 359.2, '30-end': 581, '20-30': 503.1}",14225,UNRANKED,1,3135,3124,3047,3091,3046,1058,3363,1,8,BOTTOM,449,5,2,543,95173,13017,3687,11,/v1/stats/player_history/KR/210209456,56,5,24,0,2,0,8021,12461,0,0,9101,2174,5547,0,9104,13,40,0,8014,540,0,0,8233,28,10,0,8236,48,0,0,8000,8200,136720,8543,10158,KR,0,0,0,0,0,0,0,0,0,0,3225,0,420,0.09803921568627452,0.2272727272727273,0.2286451775371443,0.27586206896551724,0.12719606465214334,0.3224301598379261,0.2684415664762533,0.08119356969830434,0.2007168458781362,0.2531570566233381,0.21612527828374825,0.12673420501048008,0.20863309352517986,0.2199611662499409,0.21251923661278785,0.11519030729337425,0.1460658014462909,0.3148893360160966,0.2501904036557502,0.03734969901896863,0.008573878250928837,0.18677628531727647,0.20869565217391306,0.04166666666666666,0.1320754716981132,DUO_CARRY,11,0,4,7,66840188.0,Crazy Journey,29,241747,21681,15459,6100,313,0,0,657,3,0,9853,120,1613,1,0,48,1,11,14,True,"{'10-20': 15, '0-10': 10.300000000000026, '30-end': -141.99999999999994, '20-30': 10.549999999999983}","{'10-20': 412.9, '0-10': 323.5, '30-end': 596, '20-30': 554.5999999999999}",adc,0.9344471910149571
5402,5402,209300003,12,16,98,0,"{'10-20': 2.8, '0-10': 1.7000000000000002, '30-end': 3.4, '20-30': 3.2}","{'10-20': 2.4499999999999993, '0-10': 1.6500000000000001, '30-end': -0.7999999999999998, '20-30': -0.5}",209300003,KR,5916,1369,36219,"{'10-20': 65.00000000000001, '0-10': 127.09999999999997, '30-end': 107.70000000000005, '20-30': 254.85000000000008}","{'10-20': 409.1, '0-10': 442.3, '30-end': 501.2, '20-30': 947}",6,1,False,False,False,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,13019,"{'10-20': 310.20000000000005, '0-10': 176.5, '30-end': 279.8, '20-30': 494.9}",10400,CHALLENGER,0,2055,3060,3190,3401,3109,3047,3364,1,5,BOTTOM,0,4,2,643,10507,3374,6816,11,/v1/stats/player_history/KR/209300003,0,0,0,0,3,0,8439,551,0,0,8473,1028,0,0,8444,998,0,0,8453,559,1263,0,8304,9,0,0,8347,0,0,0,8400,8300,21299,3203,13439,KR,0,0,0,0,0,0,0,0,0,0,3237,0,420,0.2352941176470588,0.2727272727272727,0.16392596323344247,0.1724137931034483,0.15062075427500585,0.03559595357314669,0.06957992204739022,0.15009909711517286,0.0,0.03943821056919602,0.08103116777980165,0.16766892903483382,0.18705035971223025,0.04804448229552229,0.07565257452043248,0.16613513755178685,0.1009290742780518,0.10160965794768613,0.05826351865955826,0.07958939212445604,0.08145184338382395,0.2362204724409449,0.3695652173913043,0.5,0.4056603773584906,DUO_SUPPORT,11,0,14,4,58990819.0,양갱뿌,26,52803,7718,22296,4215,101,0,0,153,5,0,20996,1140,2040,1,0,85,12,11,43,True,"{'10-20': 15, '0-10': 10.300000000000026, '30-end': -141.99999999999994, '20-30': 10.549999999999983}","{'10-20': 353.79999999999995, '0-10': 285.4, '30-end': 281.6, '20-30': 608.3}",sup,1.0159552190148853
5403,5403,3366746,10,17,421,0,"{'10-20': 0.4, '0-10': 0.6, '30-end': 3.4, '20-30': 1.2}","{'10-20': -5.551115123125783e-17, '0-10': -1, '30-end': 0.19999999999999973, '20-30': 0.09999999999999998}",3366746,KR,14939,1870,21866,"{'10-20': -132.60000000000002, '0-10': -23.499999999999943, '30-end': 154.8, '20-30': -673.9}","{'10-20': 790.4, '0-10': 777, '30-end': 440.6, '20-30': 1160.3000000000002}",5,0,False,False,True,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,14444,"{'10-20': 367.6, '0-10': 283.6, '30-end': 344, '20-30': 407.1}",12950,PLATINUM,0,3109,3053,0,3071,1400,3047,3364,1,4,JUNGLE,0,2,1,499,7526,0,11807,11,/v1/stats/player_history/KR/3366746,155,12,107,0,4,0,8005,578,547,30,9111,1156,0,0,9104,17,30,0,8014,202,0,0,8143,313,0,0,8135,5,0,0,8000,8100,151069,9178,20719,KR,0,0,0,0,0,0,0,0,0,0,23,0,420,0.19607843137254904,0.2272727272727273,0.18186854696549987,0.13793103448275862,0.11688920121808385,0.02549682560117084,0.0,0.2600088086324598,0.5555555555555556,0.27972632670444025,0.23218984011333735,0.2584963569218485,0.1366906474820144,0.17477826183483097,0.1233985826169635,0.2518553843402581,0.44708107849240936,0.044265593561368215,0.22124904798172124,0.12696547436733333,0.24371248928265216,0.14740620657711906,0.11739130434782608,0.20833333333333331,0.09433962264150944,NONE,11,0,4,11,4871643.0,Sinners,19,192089,12589,33800,18671,44,0,0,581,1,0,33494,3411,1273,1,0,27,5,5,10,True,"{'10-20': -1.0999999999999943, '0-10': -21.80000000000001, '30-end': 145.39999999999998, '20-30': 118.30000000000001}","{'10-20': 418.2, '0-10': 337.79999999999995, '30-end': 528, '20-30': 555.3}",jg,1.9252357234338475
5404,5404,4459725,15,18,163,0,"{'10-20': 7.2, '0-10': 6.4, '30-end': 3.4, '20-30': 6}","{'10-20': -3.2, '0-10': -0.40000000000000036, '30-end': -4.6, '20-30': -1.4999999999999996}",4459725,KR,8771,2843,7088,"{'10-20': 171.5, '0-10': 35.80000000000001, '30-end': -555.2, '20-30': 4.899999999999977}","{'10-20': 563.1, '0-10': 286, '30-end': 111.8, '20-30': 797}",5,0,False,False,False,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,15303,"{'10-20': 326.5, '0-10': 298.7, '30-end': 324.6, '20-30': 554.0999999999999}",13875,UNRANKED,0,3020,3151,3135,3030,3102,0,3363,0,3,MIDDLE,0,0,1,778,180834,30966,7820,11,/v1/stats/player_history/KR/4459725,40,8,24,0,5,0,8214,2181,65,0,8226,2750,0,0,8234,15,0,0,8237,902,0,0,8313,0,0,0,8316,4020,0,0,8200,8300,10908,522,9277,KR,0,0,0,0,0,0,0,0,0,0,1123,0,420,0.29411764705882354,0.2272727272727273,0.1926844623520524,0.10344827586206896,0.1822440852658702,0.6126352592030463,0.6385927285475655,0.1722087645892975,0.14336917562724014,0.02019775580491057,0.013205828779599272,0.11574258908074657,0.1942446043165468,0.3144733058913019,0.31242219586547604,0.14308068313910166,0.09642737416790384,0.22233400402414488,0.27684691546077683,0.5832966899667935,0.027436410402972282,0.2435155164427976,0.1782608695652174,0.20833333333333331,0.1792452830188679,SOLO,11,0,7,4,5665780.0,찰리푸스광팬현길,27,345620,31873,19202,4027,221,0,0,727,3,0,153876,384,2103,2,0,41,5,3,19,True,"{'10-20': -77, '0-10': 46, '30-end': -86.59999999999997, '20-30': 91}","{'10-20': 451.1, '0-10': 470.4, '30-end': 359.8, '20-30': 641.7}",mid,1.0408046458522384
5405,5405,207434877,11,18,268,0,"{'10-20': 10.4, '0-10': 6.800000000000001, '30-end': 8, '20-30': 7.5}","{'10-20': 3.2, '0-10': 0.40000000000000036, '30-end': 4.6, '20-30': 1.4999999999999996}",207434877,KR,8852,2508,11171,"{'10-20': -171.5, '0-10': -35.80000000000001, '30-end': 555.2, '20-30': -4.899999999999977}","{'10-20': 391.6, '0-10': 250.2, '30-end': 667, '20-30': 792.1}",6,0,False,False,False,False,True,False,1520356616901,2252,3136963394,8.4.218.8787,14632,"{'10-20': 411.20000000000005, '0-10': 278.7, '30-end': 336.8, '20-30': 445.9}",14550,UNRANKED,0,3157,3165,3102,3115,1082,3020,3340,1,2,MIDDLE,0,2,1,547,216222,22064,12091,11,/v1/stats/player_history/KR/207434877,24,0,21,0,6,0,8229,1224,0,0,8226,1358,0,0,8210,19,0,0,8236,48,0,0,9104,16,10,0,8009,2220,0,0,8200,8000,11832,988,7189,KR,0,0,0,0,0,0,0,0,0,0,3226,0,420,0.22916666666666666,0.20689655172413796,0.22095709820147688,0.09090909090909093,0.1654067130329604,0.4938086081129843,0.5428599547288653,0.23621231953425675,0.13559322033898305,0.02834976207476555,0.023202836946055752,0.11379321261238445,0.07692307692307693,0.25551039768385986,0.2539760295222233,0.15957620846804035,0.07684677486016588,0.3209745762711864,0.04667007324135582,0.008972668269852352,0.03230662343677629,0.08595312946556159,0.1228668941979522,0.125,0.16806722689075632,SOLO,11,0,7,4,43850443.0,Ah우렐리온 솔,12,228401,23331,20484,2789,303,0,0,274,4,0,347,279,1203,1,0,36,2,3,20,False,"{'10-20': 77, '0-10': -46, '30-end': 86.59999999999997, '20-30': -91}","{'10-20': 528.1, '0-10': 424.4, '30-end': 446.4, '20-30': 550.7}",mid,0.9482139374800521
5406,5406,6972849,9,16,2,0,"{'10-20': 0.4, '0-10': 1.6, '30-end': 3.2, '20-30': 1.1}","{'10-20': 5.551115123125783e-17, '0-10': 1, '30-end': -0.19999999999999973, '20-30': -0.09999999999999998}",6972849,KR,3628,299,31152,"{'10-20': 132.60000000000002, '0-10': 23.499999999999943, '30-end': -154.8, '20-30': 673.9}","{'10-20': 923, '0-10': 800.5, '30-end': 285.8, '20-30': 1834.2}",7,1,False,False,False,False,False,True,1520356616901,2252,3136963394,8.4.218.8787,13174,"{'10-20': 355.1, '0-10': 381.7, '30-end': 289, '20-30': 315}",12750,UNRANKED,0,3067,3800,3047,3053,3024,1401,3364,3,9,JUNGLE,0,3,2,526,25573,881,15540,11,/v1/stats/player_history/KR/6972849,108,5,87,0,7,0,8124,414,0,0,8126,516,0,0,8136,18,0,0,8105,5,0,0,8234,35,0,0,8232,2,50,0,8100,8200,106990,11625,22676,KR,0,0,0,0,0,0,0,0,0,0,1442,0,420,0.1875,0.2413793103448276,0.19893991332054786,0.4090909090909091,0.15905654671908073,0.058403712551328486,0.021676016140143688,0.30359270908629143,0.6101694915254238,0.2563506629799836,0.2730090885606256,0.3589337723186021,0.1153846153846154,0.17539302450718816,0.2066229058489272,0.3240135550967943,0.23186289367095586,0.05296610169491525,0.14256515074093,0.6262767305355157,0.7496526169522927,0.24114032580737355,0.22866894197952214,0.25,0.22689075630252103,NONE,11,0,11,4,10070957.0,뿌히뿌시,18,156784,18981,41592,8415,50,0,0,837,1,0,24220,6474,3375,1,0,67,4,9,27,False,"{'10-20': 1.0999999999999943, '0-10': 21.80000000000001, '30-end': -145.39999999999998, '20-30': -118.30000000000001}","{'10-20': 419.29999999999995, '0-10': 359.6, '30-end': 382.6, '20-30': 437}",jg,2.015599013060101
5407,5407,200732001,9,18,498,0,"{'10-20': 6.9, '0-10': 6.8, '30-end': 14.2, '20-30': 9.3}","{'10-20': -2.4499999999999993, '0-10': -1.6500000000000001, '30-end': 0.7999999999999998, '20-30': 0.5}",200732001,KR,20859,2220,13922,"{'10-20': -65.00000000000001, '0-10': -127.09999999999997, '30-end': -107.70000000000005, '20-30': -254.85000000000008}","{'10-20': 397.2, '0-10': 290.2, '30-end': 463.2, '20-30': 476.7}",5,1,False,False,False,False,True,False,1520356616901,2252,3136963394,8.4.218.8787,17206,"{'10-20': 436.2, '0-10': 318.4, '30-end': 624.4, '20-30': 495}",16675,PLATINUM,0,3087,3508,3031,3047,3036,3094,3363,2,8,BOTTOM,834,4,2,683,61911,1973,5920,11,/v1/stats/player_history/KR/200732001,36,0,19,0,8,0,8021,8439,0,0,9101,2684,5890,0,9103,12,50,0,8014,419,0,0,8226,1311,0,0,8233,28,40,0,8000,8200,232336,21769,9216,KR,0,0,0,0,0,0,0,0,0,0,19,0,420,0.1875,0.1724137931034483,0.25982694311472193,0.3636363636363637,0.20653159963713336,0.14139257215677856,0.04854345044779057,0.11565436536620627,0.2033898305084746,0.5566827519779183,0.5112374063549471,0.1458781815879448,0.08333333333333333,0.3325547236215196,0.2642848589747777,0.1263584310364975,0.10448295814619901,0.3400423728813559,0.029807528530063018,0.07819408889923203,0.06206577119036591,0.07737925121463275,0.2150170648464164,0.3125,0.15966386554621848,DUO_CARRY,11,0,7,4,13323030.0,Moohyeopji,13,297271,24278,16220,3792,321,0,0,175,3,0,3024,536,1083,1,0,63,5,11,19,False,"{'10-20': -15, '0-10': -10.300000000000026, '30-end': 141.99999999999994, '20-30': -10.549999999999983}","{'10-20': 514.0999999999999, '0-10': 339.4, '30-end': 678.4, '20-30': 636.2}",adc,1.255394513847693
5408,5408,202734003,13,15,40,0,"{'10-20': 1.4, '0-10': 0.2, '30-end': 0.4, '20-30': 0.8}","{'10-20': -2.4499999999999993, '0-10': -1.6500000000000001, '30-end': 0.7999999999999998, '20-30': 0.5}",202734003,KR,5129,1608,7535,"{'10-20': -65.00000000000001, '0-10': -127.09999999999997, '30-end': -107.70000000000005, '20-30': -254.85000000000008}","{'10-20': 227.1, '0-10': 243, '30-end': 343.4, '20-30': 471}",5,0,False,False,False,False,True,False,1520356616901,2252,3136963394,8.4.218.8787,9648,"{'10-20': 269.70000000000005, '0-10': 238, '30-end': 207.4, '20-30': 233.2}",8650,DIAMOND,0,2031,3092,3107,3108,3504,3047,3364,0,2,BOTTOM,0,0,1,694,15200,5517,5581,11,/v1/stats/player_history/KR/202734003,4,0,0,0,9,0,8214,483,1212,0,8226,1701,0,0,8234,19,0,0,8237,410,0,0,8463,532,0,0,8429,73,14,10,8200,8400,3821,580,6686,KR,0,0,0,0,0,0,0,0,0,0,23,0,420,0.2708333333333333,0.1724137931034483,0.14569396415034505,0.09090909090909093,0.20985787723011792,0.034713816555749934,0.13573959255978746,0.10903159005216168,0.02259887005649717,0.009155209676105405,0.01362109861205702,0.10583132835253893,0.20512820512820512,0.02767532422494214,0.08065271110240249,0.10229423908386244,0.16871021960157606,0.028601694915254237,0.02452733776188043,0.14780337703307214,0.15180639184807782,0.061589025435838815,0.3447098976109215,0.25,0.3193277310924369,DUO_SUPPORT,11,0,14,4,20861374.0,따뜻한계절풍,32,24739,7409,13131,6123,27,0,0,144,10,0,5716,1311,862,0,0,101,4,15,38,False,"{'10-20': -15, '0-10': -10.300000000000026, '30-end': 141.99999999999994, '20-30': -10.549999999999983}","{'10-20': 222.6, '0-10': 248.89999999999998, '30-end': 483.2, '20-30': 505.59999999999997}",sup,0.8808841048050591
5409,5409,209157872,6,17,14,0,"{'10-20': 8.9, '0-10': 6.4, '30-end': 8.4, '20-30': 3.4000000000000004}","{'10-20': -0.39999999999999947, '0-10': -1.5000000000000004, '30-end': 2.4000000000000004, '20-30': -6.7}",209157872,KR,0,0,62328,"{'10-20': -277.69999999999993, '0-10': -47.99999999999997, '30-end': -186.20000000000005, '20-30': -314.30000000000007}","{'10-20': 607.2, '0-10': 373.20000000000005, '30-end': 1149.2, '20-30': 1400}",6,0,False,False,False,False,False,False,1520356616901,2252,3136963394,8.4.218.8787,11561,"{'10-20': 359.70000000000005, '0-10': 238.5, '30-end': 357.2, '20-30': 235.2}",11175,DIAMOND,0,3193,3194,1011,3047,3110,3067,3340,0,1,TOP,0,0,1,857,118960,10209,12055,11,/v1/stats/player_history/KR/209157872,5,0,1,0,10,0,8351,28,0,0,8304,10,0,0,8345,4,0,0,8352,489,0,0,8430,34,0,0,8473,2139,0,0,8300,8400,62379,7619,17409,KR,0,0,0,0,0,0,0,0,0,0,16,0,420,0.125,0.20689655172413796,0.1745820812129083,0.045454545454545456,0.2591472633807076,0.27168129062315866,0.25118098612341305,0.2355090159610839,0.02824858757062147,0.1494616132912272,0.17892956952631456,0.27556350512852984,0.5192307692307693,0.20886652996249025,0.19446349455166934,0.2877575663148054,0.4180971537211032,0.2574152542372881,0.7564299097257707,0.13875313526232771,0.004168596572487263,0.5339382680765933,0.08873720136518773,0.0625,0.12605042016806722,SOLO,11,0,12,4,57480765.0,LAGRIMA Hi,81,186706,17864,36938,15174,243,0,0,4441,1,0,5366,36,7473,0,0,26,1,1,15,False,"{'10-20': -96.79999999999998, '0-10': -10.700000000000045, '30-end': 133.39999999999998, '20-30': -516.9000000000001}","{'10-20': 483.8, '0-10': 443.4, '30-end': 616.8, '20-30': 368}",top,1.0868826709317208
5420,5420,206422736,8,15,20,0,"{'10-20': 1.1, '0-10': 0.2, '20-30': 1.5}","{'10-20': 0.2, '0-10': 0.2, '20-30': -0.20000000000000007}",206422736,KR,26472,3631,28539,"{'10-20': -82.89999999999992, '0-10': 89.1, '20-30': -378.19999999999993}","{'10-20': 956, '0-10': 767.5999999999999, '20-30': 1149.5}",1,0,False,False,True,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,12120,"{'10-20': 340.2, '0-10': 261.9, '20-30': 408.6}",11325,MASTER,0,3190,3060,3109,1401,3111,2055,3364,1,2,JUNGLE,0,2,1,564,48346,3253,8733,11,/v1/stats/player_history/KR/206422736,127,17,72,0,1,0,8465,2641,0,0,8463,1016,0,0,8444,1418,0,0,8242,20,0,0,9111,957,0,0,9104,19,10,0,8400,8000,45663,656,23256,KR,0,0,0,0,0,0,0,0,0,0,3160,0,420,0.27586206896551724,0.14285714285714285,0.18491677219535266,0.15384615384615385,0.13732651570489407,0.12281468309411915,0.0588054521132362,0.1943041495160752,0.5934579439252337,0.1282437988676193,0.015403400018784638,0.2838901842063501,0.08,0.1757390345416385,0.04915707453588783,0.2598902181989113,0.3777605944590083,0.03759398496240601,0.3455083909180652,0.5789490551324097,0.189706111024724,0.4551600715848081,0.2311111111111111,0.4482758620689655,0.13541666666666666,NONE,11,0,11,4,38370928.0,abtb artificial,12,148206,5129,34279,20030,35,0,0,700,5,0,54196,1220,2289,0,0,52,13,14,13,True,"{'10-20': 29.700000000000017, '0-10': -53.900000000000006, '20-30': 204.10000000000002}","{'10-20': 449.8, '0-10': 302.3, '20-30': 495.70000000000005}",jg,1.966003589170876
5421,5421,207434877,3,18,38,0,"{'10-20': 8.1, '0-10': 8.4, '20-30': 5.6}","{'10-20': -2.5999999999999996, '0-10': -0.19999999999999973, '20-30': -1.2999999999999998}",207434877,KR,11778,5093,27993,"{'10-20': 275.8, '0-10': -31.5, '20-30': -105.5}","{'10-20': 751.8, '0-10': 339.6, '20-30': 967.6}",2,2,False,True,True,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,14798,"{'10-20': 375.5, '0-10': 320.6, '20-30': 527.7}",12700,UNRANKED,1,3040,3027,3100,3191,1054,3111,3363,1,7,MIDDLE,0,6,2,1245,154747,25793,8748,11,/v1/stats/player_history/KR/207434877,28,4,24,0,2,0,8229,1401,0,0,8243,15,0,0,8210,0,0,0,8236,48,0,0,8009,14960,0,0,8014,461,0,0,8200,8000,29662,2166,16335,KR,0,0,0,0,0,0,0,0,0,0,3226,0,420,0.10344827586206896,0.2857142857142857,0.2257754451276261,0.5384615384615384,0.3031409788166545,0.3931080909437317,0.4662677609458042,0.19463789075536767,0.1308411214953271,0.08330524849465265,0.05085939701324317,0.19940428960314455,0.15333333333333332,0.223619460946486,0.2684518732209433,0.19867624982941365,0.15329196763668596,0.2674543501611171,0.10562685093780848,0.04459945946523379,0.007774840615767376,0.2229071385961424,0.10666666666666667,0.06896551724137931,0.13541666666666666,SOLO,11,0,12,4,43850443.0,Ah우렐리온 솔,23,188585,28010,26205,8128,249,0,0,214,1,0,4175,50,1121,2,0,24,2,1,13,True,"{'10-20': -101.5, '0-10': -21.30000000000001, '20-30': 116.70000000000002}","{'10-20': 512.3, '0-10': 483.2, '20-30': 568.2}",mid,0.8405104614623108
5422,5422,203874706,5,14,223,0,"{'10-20': 3.0999999999999996, '0-10': 1.3, '20-30': 2.4}","{'10-20': 1.9500000000000002, '0-10': 0.8000000000000003, '20-30': 1.3000000000000003}",203874706,KR,1850,605,25402,"{'10-20': 50.00000000000003, '0-10': 6.300000000000011, '20-30': 161.95000000000005}","{'10-20': 672, '0-10': 267.3, '20-30': 991.3}",2,0,False,False,False,True,False,False,1520264104344,2057,3136047747,8.4.218.8787,9582,"{'10-20': 247.9, '0-10': 156.4, '20-30': 341.20000000000005}",9000,CHALLENGER,2,3105,3109,3060,3401,2055,3111,3364,0,0,BOTTOM,0,0,0,778,14277,7077,9206,11,/v1/stats/player_history/KR/203874706,0,0,0,0,3,0,8351,6,0,0,8304,10,0,0,8345,4,0,0,8410,127,0,0,8473,705,0,0,8444,1562,0,0,8300,8400,9949,418,12963,KR,0,0,0,0,0,0,0,0,0,0,1625,0,420,0.1724137931034483,0.2857142857142857,0.14619410158216742,0.0,0.1894326759191624,0.036268258605360086,0.1279330416862504,0.2048281232617644,0.0,0.02794160600341512,0.009814971353432893,0.1582416777548554,0.08666666666666667,0.05046304530847948,0.07898293063954992,0.17342188660934965,0.14525771834864115,0.08163265306122447,0.05923000987166833,0.1958103214365833,0.11600062198724928,0.13978922250944525,0.3511111111111111,0.3448275862068966,0.4166666666666667,DUO_SUPPORT,11,0,4,14,25330313.0,BtC Joker,13,42557,8241,22874,7702,76,0,0,120,4,0,18330,746,703,0,0,79,10,9,40,True,"{'10-20': 10.749999999999972, '0-10': -29.99999999999997, '20-30': 95.75000000000006}","{'10-20': 331.7, '0-10': 277.8, '20-30': 413.2}",sup,1.025354594711177
